Name,rarity,collector_number,type,image_url,Unique ID,Name,Pitch,Cost,Power,Defense,Health,Intelligence,Types,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Commoner Legal,,all_cards,assassin_cards,illusionist_cards,ninja_cards
Haunting Specter (blue),rare,MST142,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST142.png,CpfKgC8NJWLbMkhzFqQ8g,Haunting Specter,3,2,,2,,,"Illusionist, Action, Aura",Ward 2,,,,,,"When this leaves the arena, create a Spectral Shield token, then if you control no other Illusionist auras, put a +1{p} counter on it.  **Ward 2**",Illusionist Action - Aura,,,,No,,42,0,42,0
Sigil of Solitude (red),common,MST143,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST143.png,JH89Ctbgtj6bFhjNKr9BL,Sigil of Solitude,1,0,,2,,,"Illusionist, Action, Aura",Ward 4,,,,,,"At the start of your turn, if you control another Illusionist aura, destroy this.  **Ward 4**",Illusionist Action - Aura,,,,,,127,0,127,0
Sigil of Solitude (yellow),common,MST144,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST144.png,nDRLcpRzFHdnFKTfqz6z7,Sigil of Solitude,2,0,,2,,,"Illusionist, Action, Aura",Ward 3,,,,,,"At the start of your turn, if you control another Illusionist aura, destroy this.  **Ward 3**",Illusionist Action - Aura,,,,,,40,0,40,0
Sigil of Solitude (blue),common,MST145,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST145.png,7kLtC7NJPccD6nD9MRBkw,Sigil of Solitude,3,0,,2,,,"Illusionist, Action, Aura",Ward 2,,,,,,"At the start of your turn, if you control another Illusionist aura, destroy this.  **Ward 2**",Illusionist Action - Aura,,,,,,108,0,108,0
Single Minded Determination (red),common,MST146,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST146.png,C8jqfdnRnWRfnnnFrMwFq,Single Minded Determination,1,2,,3,,,"Illusionist, Action, Aura",Ward 2,,,,,,"When this enters the arena, if you control no other Illusionist auras, put three +1{p} counters on this.  **Ward 2**",Illusionist Action - Aura,,,,,,107,0,107,0
Single Minded Determination (yellow),common,MST147,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST147.png,7n6JMpGRwqrWnFrTb88c9,Single Minded Determination,2,2,,3,,,"Illusionist, Action, Aura",Ward 2,,,,,,"When this enters the arena, if you control no other Illusionist auras, put two +1{p} counters on this.  **Ward 2**",Illusionist Action - Aura,,,,,,60,0,60,0
Single Minded Determination (blue),common,MST148,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST148.png,7t9Wg9qBgKrQ7WdMqFbdJ,Single Minded Determination,3,2,,3,,,"Illusionist, Action, Aura",Ward 2,,,,,,"When this enters the arena, if you control no other Illusionist auras, put a +1{p} counter on this.  **Ward 2**",Illusionist Action - Aura,,,,,,166,0,166,0
Solitary Companion (red),common,MST149,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST149.png,NwK66fmnJNBBbTBprQkFG,Solitary Companion,1,0,,2,,,"Illusionist, Action, Aura",Ward 3,,,,,,"When this enters the arena, if you control no other Illusionist auras, create a Spectral Shield token.  **Ward 1**",Illusionist Action - Aura,,,,,,114,0,114,0
Solitary Companion (yellow),common,MST150,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST150.png,qRcQbB7TW7kzt66g7cKMM,Solitary Companion,2,0,,2,,,"Illusionist, Action, Aura",Ward 2,,,,,,"When this enters the arena, if you control no other Illusionist auras, create a Spectral Shield token.  **Ward 1**",Illusionist Action - Aura,,,,,,40,0,40,0
Solitary Companion (blue),common,MST151,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST151.png,WpfnDkqH9NqLMtWCfCgnh,Solitary Companion,3,0,,2,,,"Illusionist, Action, Aura",Ward 1,,,,,,"When this enters the arena, if you control no other Illusionist auras, create a Spectral Shield token.  **Ward 1**",Illusionist Action - Aura,,,,,,101,0,101,0
Spectral Manifestations (red),common,MST152,"Illusionist, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST152.png,JcNQkPLDwjpL7CWJQTGj8,Spectral Manifestations,1,2,,2,,,"Illusionist, Action",Go again,,,,,,"Create a Spectral Shield token, then if you control no other Illusionist auras, put three +1{p} counters on it.  **Go again**",Illusionist Action,,,,,,187,0,187,0
Spectral Manifestations (yellow),common,MST153,"Illusionist, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST153.png,bCjWqFfWGjHnrGnPcw6p7,Spectral Manifestations,2,2,,2,,,"Illusionist, Action",Go again,,,,,,"Create a Spectral Shield token, then if you control no other Illusionist auras, put two +1{p} counters on it.  **Go again**",Illusionist Action,,,,,,74,0,74,0
Spectral Manifestations (blue),common,MST154,"Illusionist, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST154.png,jJk6BgzffjFcwnKdrK6JN,Spectral Manifestations,3,2,,2,,,"Illusionist, Action",Go again,,,,,,"Create a Spectral Shield token, then if you control no other Illusionist auras, put a +1{p} counter on it.  **Go again**",Illusionist Action,,,,,,118,0,118,0
Vengeful Apparition (red),common,MST155,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST155.png,pc7tf6hwQmpPJnngCLdhT,Vengeful Apparition,1,0,,3,,,"Illusionist, Action, Aura",Ward 1,,,,,,"When this leaves the arena, if you control no Illusionist auras, you may play your next aura with cost 2 or less this turn as though it were an instant. If you do, it enters the arena with a +1{p} counter.  **Ward 1**",Illusionist Action - Aura,,,,,,118,0,118,0
Vengeful Apparition (yellow),common,MST156,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST156.png,dD77fLzCjbgCCzMTRCBjt,Vengeful Apparition,2,0,,3,,,"Illusionist, Action, Aura",Ward 1,,,,,,"When this leaves the arena, if you control no Illusionist auras, you may play your next aura with cost 1 or less this turn as though it were an instant. If you do, it enters the arena with a +1{p} counter.  **Ward 1**",Illusionist Action - Aura,,,,,,65,0,65,0
Vengeful Apparition (blue),common,MST157,"Illusionist, Action, Aura",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST157.png,7gwBCNKjdk8w6cqJCdB9D,Vengeful Apparition,3,0,,3,,,"Illusionist, Action, Aura",Ward 1,,,,,,"When this leaves the arena, if you control no Illusionist auras, you may play your next aura with cost 0 this turn as though it were an instant. If you do, it enters the arena with a +1{p} counter.  **Ward 1**",Illusionist Action - Aura,,,,,,169,0,169,0
Mask of Wizened Whiskers,common,MST160,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST160.png,W9G8Kpb9cNTqNqpm8nJdz,Mask of Wizened Whiskers,,,,1,,,"Ninja, Equipment, Head",Blade Break,,,,,Combo,"When this defends, put a card with **combo** from your graveyard on the bottom of your deck.  **Blade Break**",Ninja Equipment - Head,,,,,,113,0,0,113
Chase the Tail (red),mythic,MST161,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST161.png,WRGBnNRjPprcPjd67kBqM,Chase the Tail,1,1,4,3,,,"Ninja, Action, Attack",Combo,,,,,,"**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets go again and the next Crouching Tiger you play this combat chain gets +3{p}.",Ninja Action - Attack,,,,No,,15,0,0,15
Maul (yellow),mythic,MST162,"Ninja, Attack Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST162.png,F7Btpwc6Cgn79D67Hkbpd,Maul,2,0,,3,,,"Ninja, Attack Reaction",,,,,,,"Choose 1 or both; - Target attack action card with 1 or less base {p} gets +3{p}. - Target Crouching Tiger gets ""When this hits, create 2 Crouching Tigers in your banished zone. You may play them this turn.""",Ninja Attack Reaction,,,,No,,19,0,0,19
Territorial Domain (blue),mythic,MST163,"Ninja, Defense Reaction",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST163.png,DJQQGbkdhhkMkqpDzWwrw,Territorial Domain,3,0,,2,,,"Ninja, Defense Reaction",,,,,,,"While this is defending, if you've created a Crouching Tiger this turn, this gets +3{d}.",Ninja Defense Reaction,,,,No,,15,0,0,15
Aspect of Tiger: Body (red),rare,MST164,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST164.png,cFgpPh7JLB8jCtrTd6nKG,Aspect of Tiger: Body,1,0,3,3,,,"Ninja, Action, Attack","Combo, Go again",,,,,,"**Combo** - When this attacks, if a red attack action card was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,No,,68,0,0,68
Aspect of Tiger: Soul (yellow),rare,MST165,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST165.png,khwtPrnQkQFfNBccCczht,Aspect of Tiger: Soul,2,0,2,3,,,"Ninja, Action, Attack","Combo, Go again",,,,,,"**Combo** - When this attacks, if a yellow attack action card was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,No,,34,0,0,34
Aspect of Tiger: Mind (blue),rare,MST166,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST166.png,p6nMGj9fLB8p9HFDhrJRP,Aspect of Tiger: Mind,3,0,1,3,,,"Ninja, Action, Attack","Combo, Go again",,,,,,"**Combo** - When this attacks, if a blue attack action card was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,No,,51,0,0,51
Qi Unleashed (red),rare,MST167,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST167.png,twGn8N6Pm6ctFgKnjCpL7,Qi Unleashed,1,2,3,3,,,"Ninja, Action, Attack",Combo,,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +4{p}.",Ninja Action - Attack,,,,,,61,0,0,61
Qi Unleashed (yellow),rare,MST168,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST168.png,hrPnGKq9czRctFqJqWknC,Qi Unleashed,2,2,2,3,,,"Ninja, Action, Attack",Combo,,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +4{p}.",Ninja Action - Attack,,,,,,51,0,0,51
Qi Unleashed (blue),rare,MST169,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST169.png,mBhNRNw6CMrF8trKHgtCC,Qi Unleashed,3,2,1,3,,,"Ninja, Action, Attack",Combo,,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +4{p}.",Ninja Action - Attack,,,,,,50,0,0,50
Blessing of Qi (red),rare,MST170,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST170.png,TjwzWpWmkqtGd6WhLCmwN,Blessing of Qi,1,1,,3,,,"Ninja, Action, Aura",,,,,,,"At the start of your turn, destroy this, then create a Crouching Tiger in your banished zone. It gains +3{p} and you may play it this turn.",Ninja Action - Aura,,,,No,,45,0,0,45
Blessing of Qi (yellow),rare,MST171,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST171.png,m7ThmjJFr8DhTq96q9BJc,Blessing of Qi,2,1,,3,,,"Ninja, Action, Aura",,,,,,,"At the start of your turn, destroy this, then create a Crouching Tiger in your banished zone. It gains +2{p} and you may play it this turn.",Ninja Action - Aura,,,,No,,38,0,0,38
Blessing of Qi (blue),rare,MST172,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST172.png,G9WT8dKmmQFdP7jmtqwqC,Blessing of Qi,3,1,,3,,,"Ninja, Action, Aura",,,,,,,"At the start of your turn, destroy this, then create a Crouching Tiger in your banished zone. It gains +1{p} and you may play it this turn.",Ninja Action - Aura,,,,No,,44,0,0,44
Biting Breeze (red),common,MST173,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST173.png,87m6C8jLpLWWnJP9BHkbK,Biting Breeze,1,0,3,2,,,"Ninja, Action, Attack",Go again,,,,,,"When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.  **Go again**",Ninja Action - Attack,,,,,,203,0,0,203
Biting Breeze (yellow),common,MST174,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST174.png,RWtpgDMGHmDwhwrrKCDr9,Biting Breeze,2,0,2,2,,,"Ninja, Action, Attack",Go again,,,,,,"When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.  **Go again**",Ninja Action - Attack,,,,,,75,0,0,75
Biting Breeze (blue),common,MST175,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST175.png,GKqLgtJWc9bCkMBHtBTLF,Biting Breeze,3,0,1,2,,,"Ninja, Action, Attack",Go again,,,,,,"When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.  **Go again**",Ninja Action - Attack,,,,,,179,0,0,179
Breed Anger (red),common,MST176,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST176.png,H6WLbh6cgMkhmdqLhQWrJ,Breed Anger,1,1,4,3,,,"Ninja, Action, Attack","Combo, Go again",,,,,,"**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,,,192,0,0,192
Breed Anger (yellow),common,MST177,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST177.png,Bhzf7NDc9qBcP86RzJjmK,Breed Anger,2,1,3,3,,,"Ninja, Action, Attack","Combo, Go again",,,,,,"**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,,,67,0,0,67
Breed Anger (blue),common,MST178,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST178.png,mbtPRkBfzdTWWGGDFGmPB,Breed Anger,3,1,2,3,,,"Ninja, Action, Attack","Combo, Go again",,,,,,"**Combo** - When this attacks, if Crouching Tiger was the last attack this combat chain, this gets **go again** and create a Crouching Tiger in your banished zone. You may play it this turn.",Ninja Action - Attack,,,,,,184,0,0,184
Flex Claws (red),common,MST179,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST179.png,HNQqczGWgqmCzqGqnWkwk,Flex Claws,1,1,4,2,,,"Ninja, Action, Attack",Go again,,,,,,"When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.  **Go again**",Ninja Action - Attack,,,,,,192,0,0,192
Flex Claws (yellow),common,MST180,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST180.png,MGFhzzHdwLqwChD6TLkjk,Flex Claws,2,1,3,2,,,"Ninja, Action, Attack",Go again,,,,,,"When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.  **Go again**",Ninja Action - Attack,,,,,,47,0,0,47
Flex Claws (blue),common,MST181,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST181.png,phtD8RM6rJ6FWPFwFwkzg,Flex Claws,3,1,2,2,,,"Ninja, Action, Attack",Go again,,,,,,"When this hits, create a Crouching Tiger in your banished zone. You may play it this turn.  **Go again**",Ninja Action - Attack,,,,,,144,0,0,144
Pouncing Qi (red),common,MST182,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST182.png,jDjbmKWW9RHJwwncKDDfK,Pouncing Qi,1,0,3,3,,,"Ninja, Action, Attack","Combo, Go again",,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +1{p} and **go again**.",Ninja Action - Attack,,,,,,208,0,0,208
Pouncing Qi (yellow),common,MST183,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST183.png,KGCccRcdK768czQhpzLPq,Pouncing Qi,2,0,2,3,,,"Ninja, Action, Attack","Combo, Go again",,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +1{p} and **go again**.",Ninja Action - Attack,,,,,,84,0,0,84
Pouncing Qi (blue),common,MST184,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST184.png,qmQ6tmqFznzMnf9dcDRcF,Pouncing Qi,3,0,1,3,,,"Ninja, Action, Attack","Combo, Go again",,,,,,"**Combo** - If Crouching Tiger was the last attack this combat chain, this gets +1{p} and **go again**.",Ninja Action - Attack,,,,,,213,0,0,213
Untamed (red),common,MST185,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST185.png,qTJLpcMt6WFTDHRgD87tw,Untamed,1,1,4,2,,,"Ninja, Action, Attack",Go again,,,,,,"When this attacks, the next Crouching Tiger you play this combat chain gets +1{p}.  **Go again**",Ninja Action - Attack,,,,,,236,0,0,236
Untamed (yellow),common,MST186,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST186.png,98BmgHpwB8bNp9cRL6DLp,Untamed,2,1,3,2,,,"Ninja, Action, Attack",Go again,,,,,,"When this attacks, the next Crouching Tiger you play this combat chain gets +1{p}.  **Go again**",Ninja Action - Attack,,,,,,79,0,0,79
Untamed (blue),common,MST187,"Ninja, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST187.png,BfJLtP7NqCGQM8m6LGHdq,Untamed,3,1,2,2,,,"Ninja, Action, Attack",Go again,,,,,,"When this attacks, the next Crouching Tiger you play this combat chain gets +1{p}.  **Go again**",Ninja Action - Attack,,,,,,156,0,0,156
Rowdy Locals (blue),mythic,MST191,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST191.png,G6zJNLBqTJDLhPgDqpT6w,Rowdy Locals,3,0,2,3,,,"Generic, Action, Attack",,,,,,,"If this is defended by an action card, this gets +2{p}.  When this hits a hero, discard a card. If you do, they discard a card.",Generic Action - Attack,,,,No,,9,4,2,3
The Weakest Link (red),mythic,MST192,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST192.png,JjHcGC99TqTf6Mz697hng,The Weakest Link,1,2,6,3,,,"Generic, Action, Attack",,,,,,,"When this hits a hero, look at their hand and choose a card without base {d}. If you do, they discard it and you draw a card.",Generic Action - Attack,,,,No,,9,0,3,6
Prismatic Leyline (yellow),mythic,MST193,"Generic, Action",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST193.png,9f8NPBQcRJWdqLqBhQfpB,Prismatic Leyline,2,0,,3,,,"Generic, Action",Go again,,,,,,"Your next red attack this turn gets +1{p}, your next yellow gets +2{p}, and your next blue gets +3{p}.  **Go again**",Generic Action,,,,No,,9,3,2,4
Blanch (red),rare,MST194,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST194.png,hnhmF8pkDjHM8HBKjKH8G,Blanch,1,3,7,2,,,"Generic, Action, Attack",,,,,,,"When this hits a hero, cards they own lose all colors until the end of their next turn.",Generic Action - Attack,,,,No,,78,24,29,25
Blanch (yellow),rare,MST195,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST195.png,rNKN6PqmhhkTDLLhJmkGw,Blanch,2,3,6,2,,,"Generic, Action, Attack",,,,,,,"When this hits a hero, cards they own lose all colors until the end of their next turn.",Generic Action - Attack,,,,No,,53,17,17,19
Blanch (blue),rare,MST196,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST196.png,NqMBhfgdBcBmpcnmF7BpP,Blanch,3,3,5,2,,,"Generic, Action, Attack",,,,,,,"When this hits a hero, cards they own lose all colors until the end of their next turn.",Generic Action - Attack,,,,No,,38,11,16,11
Emissary of Moon (red),rare,MST197,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST197.png,DgQfj8jGQBWmBQKW9kngT,Emissary of Moon,1,0,4,2,,,"Generic, Action, Attack",,,,,,,"When this attacks, you may put a card from your hand on the bottom of your deck. If you do, draw a card.",Generic Action - Attack,,,,No,,55,13,16,26
Emissary of Tides (red),rare,MST198,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST198.png,zFJbjDkLPqmCzQFwjtdFc,Emissary of Tides,1,0,4,2,,,"Generic, Action, Attack",,,,,,,"When this attacks, you may put a card from your hand on the bottom of your deck. If you do, this gets +2{p}.",Generic Action - Attack,,,,No,,57,16,11,30
Emissary of Wind (red),rare,MST199,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST199.png,MhJphRFQWwMc7JpbJQfGt,Emissary of Wind,1,0,4,2,,,"Generic, Action, Attack",Go again,,,,,,"When this attacks, you may put a card from your hand on the bottom of your deck. If you do, this gets **go again**.",Generic Action - Attack,,,,No,,55,16,18,21
Gravekeeping (red),rare,MST200,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST200.png,wGPRkjkMdNTdwLQPPb9JK,Gravekeeping,1,1,5,2,,,"Generic, Action, Attack",,,,,,,"When this attacks a hero, you may banish a card from their graveyard.",Generic Action - Attack,,,,No,,58,28,5,25
Gravekeeping (yellow),rare,MST201,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST201.png,q8bTDr6MqMQK6GPrKJRQb,Gravekeeping,2,1,4,2,,,"Generic, Action, Attack",,,,,,,"When this attacks a hero, you may banish a card from their graveyard.",Generic Action - Attack,,,,No,,46,21,10,15
Gravekeeping (blue),rare,MST202,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST202.png,WqcGNMjbcfh8kknkfDrpK,Gravekeeping,3,1,3,2,,,"Generic, Action, Attack",,,,,,,"When this attacks a hero, you may banish a card from their graveyard.",Generic Action - Attack,,,,No,,44,23,9,12
Battlefront Bastion (red),common,MST203,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST203.png,JBFH9nKhtQJdWd9DrKkHz,Battlefront Bastion,1,3,7,2,,,"Generic, Action, Attack",,,,,,,"When this defends alone, prevent the next 1 damage that would be dealt to you this turn.",Generic Action - Attack,,,,,,149,48,54,47
Battlefront Bastion (yellow),common,MST204,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST204.png,jdKRbHgdf6Dwcw7dwHHjh,Battlefront Bastion,2,3,6,2,,,"Generic, Action, Attack",,,,,,,"When this defends alone, prevent the next 1 damage that would be dealt to you this turn.",Generic Action - Attack,,,,,,180,45,93,42
Battlefront Bastion (blue),common,MST205,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST205.png,QhmRdkQHR9W8JbdmBTW9k,Battlefront Bastion,3,3,5,2,,,"Generic, Action, Attack",,,,,,,"When this defends alone, prevent the next 1 damage that would be dealt to you this turn.",Generic Action - Attack,,,,,,140,34,73,33
Fact-Finding Mission (red),common,MST206,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST206.png,bcKbBC6rpD6rTJ8dFLLpN,Fact-Finding Mission,1,2,6,2,,,"Generic, Action, Attack",,,,,,,"When this hits a hero, you may look at a face-down card in their arsenal or equipment zones.",Generic Action - Attack,,,,,,111,35,33,43
Fact-Finding Mission (yellow),common,MST207,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST207.png,MdHHgpMCDBkpJFFNh9wqd,Fact-Finding Mission,2,2,5,2,,,"Generic, Action, Attack",,,,,,,"When this hits a hero, you may look at a face-down card in their arsenal or equipment zones.",Generic Action - Attack,,,,,,74,16,24,34
Fact-Finding Mission (blue),common,MST208,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST208.png,tgTDwMGbBwknnTNjTTKJJ,Fact-Finding Mission,3,2,4,2,,,"Generic, Action, Attack",,,,,,,"When this hits a hero, you may look at a face-down card in their arsenal or equipment zones.",Generic Action - Attack,,,,,,95,27,33,35
Nimble Strike (red),common,MST209,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST209.png,tfgqfmpf8PtwhJqcBKDwB,Nimble Strike,1,1,4,2,,,"Generic, Action, Attack",,,,,,,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gain +1{p} and **go again**.",Generic Action - Attack,,,,,,90,31,14,45
Nimble Strike (yellow),common,MST210,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST210.png,6M6NPTgtR8MTpJJrDMtRW,Nimble Strike,2,1,3,2,,,"Generic, Action, Attack",,,,,,,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gain +1{p} and **go again**.",Generic Action - Attack,,,,,,47,12,9,26
Nimble Strike (blue),common,MST211,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST211.png,dKnLDB7TncwgzFwBf8jfz,Nimble Strike,3,1,2,2,,,"Generic, Action, Attack",,,,,,,"As an additional cost to play Nimble Strike, you may banish a card named Nimblism from your graveyard. If you do, Nimble Strike gain +1{p} and **go again**.",Generic Action - Attack,,,,,,51,16,13,22
Water the Seeds (red),common,MST212,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST212.png,LLqCLBMtLJ86PW6CHQFRJ,Water the Seeds,1,1,3,2,,,"Generic, Action, Attack",Go again,,,,,,"When this attacks, your next attack this combat chain with 1 or less base {p} gets +1{p}.  **Go again**",Generic Action - Attack,,,,,,102,28,11,63
Water the Seeds (yellow),common,MST213,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST213.png,9PMGqRfwFLwCKJfhKbmmp,Water the Seeds,2,1,2,2,,,"Generic, Action, Attack",Go again,,,,,,"When this attacks, your next attack this combat chain with 1 or less base {p} gets +1{p}.  **Go again**",Generic Action - Attack,,,,,,51,20,7,24
Water the Seeds (blue),common,MST214,"Generic, Action, Attack",https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST214.png,Q6NPtH8N8MJcmBc9pkpHL,Water the Seeds,3,1,1,2,,,"Generic, Action, Attack",Go again,,,,,,"When this attacks, your next attack this combat chain with 1 or less base {p} gets +1{p}.  **Go again**",Generic Action - Attack,,,,,,111,35,27,49
Wounding Blow (red),common,MST215,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST215.png,rLN8wNfkTtF9zBg8zwGzW,Wounding Blow,1,0,4,3,,,"Generic, Action, Attack",,,,,,,,Generic Action - Attack,,,,,,100,25,23,52
Wounding Blow (yellow),common,MST216,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST216.png,Tb79JpdtgFJJwfFCGc9Dc,Wounding Blow,2,0,3,3,,,"Generic, Action, Attack",,,,,,,,Generic Action - Attack,,,,,,74,19,20,35
Wounding Blow (blue),common,MST217,special,https://storage.googleapis.com/fabmaster/cardfaces/2024-MST/EN/MST217.png,nGQcDzcjQ8gw8HGzwCGnF,Wounding Blow,3,0,2,3,,,"Generic, Action, Attack",,,,,,,,Generic Action - Attack,,,,,,188,38,87,63
