Name,rarity,collector_number,image_url,Unique ID,Pitch,Cost,Power,Defense,Health,Intelligence,Arcane,Types,Card Keywords,Abilities and Effects,Ability and Effect Keywords,Granted Keywords,Removed Keywords,Interacts with Keywords,Functional Text,Type Text,Card Played Horizontally,Blitz Legal,CC Legal,Commoner Legal,LL Legal,total_count,Gravy Bones_total_count,"Scurv, Stowaway_total_count",Puffin_total_count,Marlynn_total_count,average_count_per_normalized_deck,Gravy Bones_average_count_per_normalized_deck,"Scurv, Stowaway_average_count_per_normalized_deck",Puffin_average_count_per_normalized_deck,Marlynn_average_count_per_normalized_deck,draft_average_occurrence1,draft_average_occurrence2,draft_average_occurrence3,pick_rate,average_count_per_deck,Gravy Bones_pick_rate,Gravy Bones_average_count_per_deck,"Scurv, Stowaway_pick_rate","Scurv, Stowaway_average_count_per_deck",Puffin_pick_rate,Puffin_average_count_per_deck,Marlynn_pick_rate,Marlynn_average_count_per_deck,weighted_pick_rate
Swift Shot (red),common,SEA110,https://prod-content.fabrary.io/cards/SEA110.webp,wFhMnRGdkbwTt6CgpQLHP,1,0,4,3,,,,"Ranger, Action, Arrow, Attack",Go again,,,,,,"When this is put face-up into your arsenal, it gets **go again** this turn.",Ranger Action - Arrow Attack,,,,,,103,0,0,0,103,0.2341929442249732,0.0,0.0,0.0,0.8865875745659699,2.4196932014652024,2.4336603450980396,2.211477811764707,0.11900720336867422,0.2776280323450135,0.0,0.0,0.0,0.0,0.0,0.0,0.4507699749404541,1.0510204081632653,0.11269249373511353
Head Shot (red),common,SEA111,https://prod-content.fabrary.io/cards/SEA111.webp,KjdKWBHLWtqdF66zPzRwG,1,1,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this is put into your arsenal face up, it gains +2{p} until end of turn.",Ranger Action - Arrow Attack,,,,,,77,0,0,0,77,0.1747824561202716,0.0,0.0,0.0,0.6616764410267425,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.09759557757099897,0.20754716981132076,0.0,0.0,0.0,0.0,0.0,0.0,0.3698632827690687,0.7857142857142857,0.09246582069226718
Head Shot (yellow),common,SEA112,https://prod-content.fabrary.io/cards/SEA112.webp,cDJpRqfcbpFm8NjnhDfCw,2,1,3,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this is put into your arsenal face up, it gains +2{p} until end of turn.",Ranger Action - Arrow Attack,,,,,,70,0,0,0,70,0.1606176393890708,0.0,0.0,0.0,0.6080524919729109,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.0887232523372718,0.18867924528301888,0.0,0.0,0.0,0.0,0.0,0.0,0.33623934797188065,0.7142857142857143,0.08405983699297016
Head Shot (blue),common,SEA113,https://prod-content.fabrary.io/cards/SEA113.webp,zNgcmTJjnWHfGKcLmPw8G,3,1,2,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this is put into your arsenal face up, it gains +2{p} until end of turn.",Ranger Action - Arrow Attack,,,,,,100,0,0,0,100,0.22743795830360106,0.0,0.0,0.0,0.8610151278636327,2.2218253333333338,2.2218253333333338,2.9994642000000007,0.10549171085354413,0.2695417789757412,0.0,0.0,0.0,0.0,0.0,0.0,0.3981250635618275,1.0204081632653061,0.09953126589045687
Salvage Shot (red),common,SEA114,https://prod-content.fabrary.io/cards/SEA114.webp,9pnrkbM9DbqCqqkbDCC8N,1,1,5,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this hits, put it on the bottom of its owner's deck.",Ranger Action - Arrow Attack,,,,,,81,0,0,0,81,0.18385019827004753,0.0,0.0,0.0,0.6960043220223228,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.10266547770455736,0.2183288409703504,0.0,0.0,0.0,0.0,0.0,0.0,0.38907695979603335,0.826530612244898,0.09726923994900834
Salvage Shot (yellow),common,SEA115,https://prod-content.fabrary.io/cards/SEA115.webp,d8mzLHtQRkT8GWFcgR78H,2,1,4,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this hits, put it on the bottom of its owner's deck.",Ranger Action - Arrow Attack,,,,,,71,0,0,0,71,0.16247893886513884,0.0,0.0,0.0,0.6150988399894542,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.0899907273706614,0.19137466307277629,0.0,0.0,0.0,0.0,0.0,0.0,0.3410427672286218,0.7244897959183674,0.08526069180715545
Salvage Shot (blue),common,SEA116,https://prod-content.fabrary.io/cards/SEA116.webp,bjffjnzNfQhdcGKKCWKCd,3,1,3,3,,,,"Ranger, Action, Arrow, Attack",,,,,,,"When this hits, put it on the bottom of its owner's deck.",Ranger Action - Arrow Attack,,,,,,99,0,0,0,99,0.22415973794902203,0.0,0.0,0.0,0.8486047222355835,2.2218253333333338,2.2218253333333338,2.9994642000000007,0.10443679374500868,0.2668463611859838,0.0,0.0,0.0,0.0,0.0,0.0,0.3941438129262092,1.010204081632653,0.0985359532315523
Sic 'Em Shot (red),common,SEA117,https://prod-content.fabrary.io/cards/SEA117.webp,TrRC6WMrRhbCtKzpRQLPM,1,1,4,3,,,,"Ranger, Action, Arrow, Attack",Go again,,,,,,**Go again**,Ranger Action - Arrow Attack,,,,,,73,0,0,0,73,0.16755327312282178,0.0,0.0,0.0,0.6343088196792539,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.09252567743744058,0.1967654986522911,0.0,0.0,0.0,0.0,0.0,0.0,0.35064960574210413,0.7448979591836735,0.08766240143552603
Sic 'Em Shot (yellow),common,SEA118,https://prod-content.fabrary.io/cards/SEA118.webp,TMBGhtBJMzbWMLPzNJCW9,2,1,3,3,,,,"Ranger, Action, Arrow, Attack",Go again,,,,,,**Go again**,Ranger Action - Arrow Attack,,,,,,57,0,0,0,57,0.1285106965709716,0.0,0.0,0.0,0.48650477987582114,2.2218253333333338,2.2218253333333338,1.9996428000000008,0.07224607690320703,0.15363881401617252,0.0,0.0,0.0,0.0,0.0,0.0,0.2737948976342457,0.5816326530612245,0.06844872440856142
Sic 'Em Shot (blue),common,SEA119,https://prod-content.fabrary.io/cards/SEA119.webp,FHfhK9rLHDcNCdQJQ79Wh,3,1,2,3,,,,"Ranger, Action, Arrow, Attack",Go again,,,,,,**Go again**,Ranger Action - Arrow Attack,,,,,,95,0,0,0,95,0.21611424871617205,0.0,0.0,0.0,0.8181467987112228,2.2218253333333338,2.2218253333333338,2.9994642000000007,0.10021712531086692,0.2560646900269542,0.0,0.0,0.0,0.0,0.0,0.0,0.3782188103837361,0.9693877551020408,0.09455470259593403
Call in the Big Guns (red),common,SEA120,https://prod-content.fabrary.io/cards/SEA120.webp,7c9KRd7Rh7hbGJ8kRCrFr,1,0,,2,,,,"Ranger, Action",Go again,,,,,,"""Your next arrow attack this turn gets +3{p}.",,,,,,,111,0,0,0,111,0.25171539062024206,0.0,0.0,0.0,0.952922550205202,2.4196932014652024,2.4336603450980396,3.2112992117647066,0.10834919040444213,0.2991913746630728,0.0,0.0,0.0,0.0,0.0,0.0,0.40885448196984725,1.1326530612244898,0.10221362049246181
Call in the Big Guns (yellow),common,SEA121,https://prod-content.fabrary.io/cards/SEA121.webp,L6GQFG6PbmFHrGw8fhwMn,2,0,,2,,,,"Ranger, Action",Go again,,,,,,"""Your next arrow attack this turn gets +2{p}.",,,,,,,92,0,0,0,92,0.20778442351083562,0.0,0.0,0.0,0.7866124604338778,2.4196932014652024,2.4336603450980396,2.211477811764707,0.10629769621279639,0.24797843665768193,0.0,0.0,0.0,0.0,0.0,0.0,0.40262949217982313,0.9387755102040817,0.10065737304495578
Call in the Big Guns (blue),common,SEA122,https://prod-content.fabrary.io/cards/SEA122.webp,QLDR6B8G7KPBBTF8C9JKJ,3,0,,2,,,,"Ranger, Action",Go again,,,,,,"""Your next arrow attack this turn gets +1{p}.",,,,,,,65,0,0,0,65,0.14710377726803747,0.0,0.0,0.0,0.5568928710861419,2.4196932014652024,2.4336603450980396,2.211477811764707,0.07510163319382354,0.1752021563342318,0.0,0.0,0.0,0.0,0.0,0.0,0.2844664890400924,0.6632653061224489,0.0711166222600231
Blue Sea Tricorn,common,SEA126,https://prod-content.fabrary.io/cards/SEA126.webp,8TbK6kFJcDtRjqwNzBbmp,,,,1,,,,"Pirate, Equipment, Head",Blade Break,Action,Go again,,,,"""**Action** - {r}{r}{r}, destroy this: Draw a card. **Go again**",,,,,,,88,21,4,40,23,,,,,,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.1487490573445439,0.2371967654986523,0.0902934191459363,0.14383561643835616,0.12312538522854904,0.2,0.23469648210720495,0.37383177570093457,0.14733654022146278,0.23469387755102042,0.14886295667578828
Buccaneer's Bounty,common,SEA127,https://prod-content.fabrary.io/cards/SEA127.webp,KL6rbKJcpRFhNFLwbkbbg,,,,1,,,,"Pirate, Equipment, Chest",Blade Break,Action,Go again,,,,"""**Action** - Destroy this: Gain {r}. **Go again**",,,,,,,84,38,5,15,26,,,,,,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.14198773655615554,0.22641509433962265,0.16338809178788474,0.2602739726027397,0.15390673153568632,0.25,0.08801118079020186,0.14018691588785046,0.1665543498155666,0.2653061224489796,0.14296508848233488
Fish Fingers,common,SEA128,https://prod-content.fabrary.io/cards/SEA128.webp,KGqmhqzwPDDcr6MNr76gB,,,,1,,,,"Pirate, Equipment, Arms",Blade Break,Action,Go again,,,,"""**Action** - {r}, destroy this: Your next attack this turn gets +1{p}. **Go again**",,,,,,,72,22,6,29,15,,,,,,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.12170377419099047,0.1940700808625337,0.09459310577193328,0.1506849315068493,0.18468807784282357,0.3,0.1701549495277236,0.27102803738317754,0.0960890479705192,0.15306122448979592,0.1363812952782499
Peg Leg,common,SEA129,https://prod-content.fabrary.io/cards/SEA129.webp,wcP88wJc6CFbLQpQFJcCn,,,,1,,,,"Pirate, Equipment, Legs",Blade Break,Action,Go again,Go again,,,"""**Action** - {r}{r}{r}, destroy this: Your next attack this turn gets **go again**. **Go again**.",,,,,,,77,37,6,9,25,,,,,,1.6660106666666663,1.6660106666666663,1.4994096000000001,0.1301554251764759,0.20754716981132076,0.1590884051618878,0.2534246575342466,0.18468807784282357,0.3,0.05280670847412111,0.08411214953271028,0.16014841328419868,0.25510204081632654,0.1391829011907578
Conqueror of the High Seas (red),mythic,SEA130,https://prod-content.fabrary.io/cards/SEA130.webp,gHzNJcBw6rtnCgNqfftPz,1,4,7,3,,,,"Pirate, Action, Attack","High Tide, Go again",,,,,,"""When this hits a hero, destroy all cards in their arsenal. Create a Gold token for each card destroyed this way.",,,,,,,11,5,0,3,3,0.02439052038077348,0.02798083245727336,0.0,0.023166023166023165,0.025356296364699726,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.16665817413147058,0.029649595687331536,0.1926541225679967,0.03424657534246575,0.0,0.0,0.15722675523089805,0.028037383177570093,0.17167286122951145,0.030612244897959183,0.13038843475710155
Loan Shark (yellow),mythic,SEA131,https://prod-content.fabrary.io/cards/SEA131.webp,88GhcGBpR8WDWQRr87hcn,2,0,,3,,,,"Pirate, Action, Aura",Go again,,,,,,"""**Go again**",,,,,,,6,0,1,2,3,0.014321518080916577,0.0,0.05,0.017133956386292833,0.025305610966190984,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.09090445861716577,0.016172506738544475,0.0,0.0,0.2861806094863751,0.05,0.1048178368205987,0.018691588785046728,0.17167286122951145,0.030612244897959183,0.1406678268841213
Tip the Barkeep (blue),mythic,SEA132,https://prod-content.fabrary.io/cards/SEA132.webp,gzHcjD7dKLpDfKtnKW8p8,3,0,,3,,,,"Pirate, Action",Go again,,,,,,"""Create a Goldkiss Rum token.",,,,,,,8,5,0,0,3,0.01937717158132774,0.03190560360246618,0.0,0.0,0.025823597252168685,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.1212059448228877,0.0215633423180593,0.1926541225679967,0.03424657534246575,0.0,0.0,0.0,0.0,0.17167286122951145,0.030612244897959183,0.09108174594937704
Sunken Treasure (blue),mythic,SEA133,https://prod-content.fabrary.io/cards/SEA133.webp,RjKRwHmnd9Dh87HHhr9mw,3,,,3,,,,"Pirate, Block",,,,,,,"When this defends, you may turn a card in a graveyard face-down. If it's yellow, create a Gold token.",Pirate Block,,,,No,,9,2,1,4,2,0.02099367743430731,0.010844748858447488,0.05,0.03211299276227953,0.01805337519623234,0.16806472727272725,0.1711010909090909,0.18980700478468898,0.13635668792574865,0.02425876010781671,0.07706164902719867,0.0136986301369863,0.2861806094863751,0.05,0.2096356736411974,0.037383177570093455,0.11444857415300763,0.02040816326530612,0.17183162657694467
HMS Barracuda (yellow),rare,SEA134,https://prod-content.fabrary.io/cards/SEA134.webp,bkMchLmgcWQfPCf7MtjnF,2,4,6,3,,,,"Pirate, Action, Attack","High Tide, Overpower",,,,,,"""When this hits a hero, destroy an ally they control.",,,,,,,45,20,3,12,10,0.10458701551268411,0.11684858956133184,0.14838709677419354,0.09228763390969344,0.09080989709622742,0.7582363511904764,0.762198275,0.7975172199921293,0.15635591617356265,0.12129380053908356,0.17660328233044473,0.136986301369863,0.19489597636012737,0.15,0.14444511309399904,0.11214953271028037,0.13142786753670585,0.10204081632653061,0.16184305983031924
HMS Kraken (yellow),rare,SEA135,https://prod-content.fabrary.io/cards/SEA135.webp,7p9qhCT76DDh6MQ9zFDwK,2,4,6,3,,,,"Pirate, Action, Attack","High Tide, Overpower",,,,,,"""When this hits a hero, destroy an item they control.",,,,,,,37,12,2,11,12,0.08465850291425316,0.06814685063338527,0.09166666666666666,0.08733506076097931,0.10490489340770967,0.7582363511904764,0.762198275,0.7975172199921293,0.12855930885381817,0.09973045822102426,0.10596196939826683,0.0821917808219178,0.12993065090675157,0.1,0.1324080203361658,0.102803738317757,0.15771344104404703,0.12244897959183673,0.1315035204213078
HMS Marlin (yellow),rare,SEA136,https://prod-content.fabrary.io/cards/SEA136.webp,NPjFdzCwz8HKdGkcwLPmw,2,4,6,3,,,,"Pirate, Action, Attack","High Tide, Overpower",,,,,,"""When this hits a hero, destroy the top card of their deck.",,,,,,,51,19,4,8,20,0.11976204333604336,0.1087574249515096,0.18786764705882353,0.06526361721523898,0.18176095970963924,0.7582363511904764,0.762198275,0.7975172199921293,0.177203371663371,0.13746630727762804,0.1677731182139225,0.13013698630136986,0.25986130181350314,0.2,0.09629674206266603,0.07476635514018691,0.2628557350734117,0.20408163265306123,0.19669672429087587
Murderous Rabble (blue),rare,SEA137,https://prod-content.fabrary.io/cards/SEA137.webp,jDPCKWMC9wbhQHtDj8fzM,3,0,0,3,,,,"Pirate, Action, Attack",Go again,,,,,,"""When this attacks, reveal the top card of your deck. This gets +X{p}, where X is the pitch value of the card revealed this way.",,,,,,,29,10,3,8,8,0.06877422226365164,0.05895454742056898,0.14166666666666666,0.06562050210237473,0.07197087222575771,0.7582363511904764,0.762198275,0.43837784809130287,0.1257034258473309,0.07816711590296496,0.110787048572743,0.0684931506849315,0.22063479736756808,0.15,0.12085141995799112,0.07476635514018691,0.1319166126054433,0.08163265306122448,0.14604746962593637
Pilfer the Wreck (red),rare,SEA138,https://prod-content.fabrary.io/cards/SEA138.webp,pptHzNLNnz6wnCMFqBgG6,1,3,7,2,,,,"Pirate, Action, Attack",,,,,,,"When this hits a hero, you may turn a card in their graveyard face-down. If it's yellow, create a Gold token.",Pirate Action - Attack,,,,No,,38,12,5,16,5,0.08884925526485568,0.0712138152551232,0.22535650623885922,0.1287384471609465,0.043711354132806246,0.7582363511904764,0.762198275,0.7975172199921293,0.13203388476878625,0.10242587601078167,0.10596196939826683,0.0821917808219178,0.32482662726687894,0.25,0.19259348412533206,0.14953271028037382,0.06571393376835293,0.05102040816326531,0.17227400363970768
Pilfer the Wreck (yellow),rare,SEA139,https://prod-content.fabrary.io/cards/SEA139.webp,frFC8JrBBcmKCbDTjLbKc,2,3,6,2,,,,"Pirate, Action, Attack",,,,,,,"When this hits a hero, you may turn a card in their graveyard face-down. If it's yellow, create a Gold token.",Pirate Action - Attack,,,,No,,26,6,5,9,6,0.05930320197414821,0.03288255811687679,0.2310810810810811,0.07105475231397512,0.050777084980898085,0.7582363511904764,0.762198275,0.7975172199921293,0.09033897378916952,0.07008086253369272,0.05298098469913341,0.0410958904109589,0.32482662726687894,0.25,0.10833383482049928,0.08411214953271028,0.07885672052202351,0.061224489795918366,0.14124954182713378
Pilfer the Wreck (blue),rare,SEA140,https://prod-content.fabrary.io/cards/SEA140.webp,qMGgBkKkjCT6cFgJjqnwQ,3,3,5,2,,,,"Pirate, Action, Attack",,,,,,,"When this hits a hero, you may turn a card in their graveyard face-down. If it's yellow, create a Gold token.",Pirate Action - Attack,,,,No,,32,17,2,3,10,0.07369010226685076,0.10027669787943762,0.09545454545454546,0.024127515365833123,0.08375403058539468,0.7582363511904764,0.762198275,0.7975172199921293,0.11118642927897789,0.0862533692722372,0.15011278998087801,0.11643835616438356,0.12993065090675157,0.1,0.03611127827349976,0.028037383177570093,0.13142786753670585,0.10204081632653061,0.11189564667445878
Saltwater Swell (red),rare,SEA141,https://prod-content.fabrary.io/cards/SEA141.webp,c9hrdrfn8dNhkBcfQmqWn,1,1,3,3,,,,"Pirate, Action, Attack",Go again,,,,,,"""When this attacks, reveal the top card of your deck. If it's blue, pitch it.",,,,,,,26,14,1,2,9,0.05959488189915118,0.08110859448914498,0.041666666666666664,0.015823960298946557,0.07899336024336023,0.7582363511904764,0.762198275,0.7975172199921293,0.09033897378916952,0.07008086253369272,0.1236222976313113,0.0958904109589041,0.06496532545337579,0.05,0.024074185515666507,0.018691588785046728,0.11828508078303528,0.09183673469387756,0.08273672234584721
Saltwater Swell (yellow),rare,SEA142,https://prod-content.fabrary.io/cards/SEA142.webp,rBz7GBhR7FPkbzKwRWmdp,2,1,2,3,,,,"Pirate, Action, Attack",Go again,,,,,,"""When this attacks, reveal the top card of your deck. If it's blue, pitch it.",,,,,,,34,11,5,8,10,0.07957732735861466,0.06337777538846286,0.23786764705882354,0.06553661128181541,0.08673737647958914,0.7582363511904764,0.762198275,0.7975172199921293,0.118135581108914,0.09164420485175202,0.09713180528174459,0.07534246575342465,0.32482662726687894,0.25,0.09629674206266603,0.07476635514018691,0.13142786753670585,0.10204081632653061,0.16242076053699886
Saltwater Swell (blue),rare,SEA143,https://prod-content.fabrary.io/cards/SEA143.webp,DN8dWKrTLQzr6H9BJ8kcn,3,1,1,3,,,,"Pirate, Action, Attack",Go again,,,,,,"""When this attacks, reveal the top card of your deck. If it's blue, pitch it.",,,,,,,53,34,5,4,10,0.11997426253322498,0.19340981191739587,0.22044250132485424,0.03316840754993586,0.08484437985251468,0.7582363511904764,0.762198275,0.7975172199921293,0.18415252349330713,0.14285714285714285,0.30022557996175603,0.2328767123287671,0.32482662726687894,0.25,0.048148371031333015,0.037383177570093455,0.13142786753670585,0.10204081632653061,0.20115711144916845
Divvy Up (blue),rare,SEA144,https://prod-content.fabrary.io/cards/SEA144.webp,wBNFNMMLnnBTDczrjjgRH,3,0,,3,,,,"Pirate, Action",,,,,,,"""Remove half the gold counters from Treasure Island, rounded up. If you are a Thief, instead remove all of them.",,,,,,,27,12,4,4,7,0.06206484366365739,0.07012989822546302,0.17044250132485425,0.03316840754993586,0.059481859428153726,0.7582363511904764,0.762198275,0.7975172199921293,0.09381354970413759,0.07277628032345014,0.10596196939826683,0.0821917808219178,0.25986130181350314,0.2,0.048148371031333015,0.037383177570093455,0.0919995072756941,0.07142857142857142,0.12649278737969927
Portside Exchange (blue),rare,SEA145,https://prod-content.fabrary.io/cards/SEA145.webp,PRkRJkPDTwbd7RLCKPkNt,3,0,,3,,,,"Pirate, Action",Go again,,,,,,"""Discard a card, then draw a card. If a yellow card is discarded this way, create a Gold token.",,,,,,,36,23,1,4,8,0.08290425607561244,0.1310257020144526,0.04838709677419355,0.03483152975897688,0.07074500908416054,0.7582363511904764,0.762198275,0.7975172199921293,0.1250847329388501,0.09703504043126684,0.2030937746800114,0.15753424657534246,0.06496532545337579,0.05,0.048148371031333015,0.037383177570093455,0.10514229402936469,0.08163265306122448,0.10533744129852123
Sea Floor Salvage (blue),rare,SEA146,https://prod-content.fabrary.io/cards/SEA146.webp,D6fPnQdQ7FKpWDB9ktTJ6,3,0,,3,,,,"Pirate, Action",Go again,,,,,,"""Turn a card in a graveyard face-down. If it's yellow, create a Gold token.",,,,,,,51,30,3,10,8,0.11831671708848229,0.1769805565802277,0.1425047438330171,0.07938554737511652,0.06848971768689656,0.7582363511904764,0.762198275,0.7975172199921293,0.177203371663371,0.13746630727762804,0.2649049234956671,0.2054794520547945,0.19489597636012737,0.15,0.12037092757833254,0.09345794392523364,0.10514229402936469,0.08163265306122448,0.17132853036587292
Scrub the Deck (blue),rare,SEA147,https://prod-content.fabrary.io/cards/SEA147.webp,rqcKnqMqChqrkHbDTPWPR,3,0,,3,,,,"Pirate, Action",Go again,,,,,,"""Destroy the top card of target hero's deck. If it's yellow, create a Gold token.",,,,,,,34,22,2,8,2,0.07817483384865734,0.12898959356783365,0.0857843137254902,0.06239386613218389,0.018148497411170222,0.7582363511904764,0.762198275,0.7975172199921293,0.118135581108914,0.09164420485175202,0.19426361056348918,0.1506849315068493,0.12993065090675157,0.1,0.09629674206266603,0.07476635514018691,0.026285573507341172,0.02040816326530612,0.111694144260062
Shifting Tides (blue),rare,SEA148,https://prod-content.fabrary.io/cards/SEA148.webp,R7Q6MhPq9nCBT6DhbQMDL,3,0,,3,,,,"Pirate, Action, Aura",Go again,,,,,,"""**Go again**",,,,,,,43,23,4,5,11,0.09978436768994825,0.1351102671190068,0.18220720720720723,0.039040458617438455,0.0966574305855689,0.7582363511904764,0.762198275,0.7975172199921293,0.14940676434362654,0.11590296495956873,0.2030937746800114,0.15753424657534246,0.25986130181350314,0.2,0.06018546378916627,0.04672897196261682,0.14457065429037644,0.11224489795918367,0.1669277986432643
Not So Fast (yellow),rare,SEA149,https://prod-content.fabrary.io/cards/SEA149.webp,F7mqQWTKzmNmMfgmQbHFw,2,0,,,,,,"Pirate, Instant",Scurv Specialization,,,,,,"""**Scurv Specialization**",,,,,,,15,3,5,2,5,0.03498446171233004,0.016985958045799426,0.23417141049968376,0.015388939638816667,0.04254327213510886,0.7582363511904764,0.762198275,0.43837784809130287,0.0650190133693091,0.04043126684636118,0.033236114571822906,0.02054794520547945,0.36772466227928013,0.25,0.03021285498949778,0.018691588785046728,0.08244788287840206,0.05102040816326531,0.12840537867975071
Throw Caution to the Wind (blue),rare,SEA150,https://prod-content.fabrary.io/cards/SEA150.webp,QjCCMBLNTHkwzPqmjCTqN,3,0,,,,,,"Pirate, Instant",,,,,,,"Reveal the top card of your deck. The next time you would be dealt damage this turn, prevent X of that damage, where X is the pitch value of the card revealed this way.",Pirate Instant,,,,No,,29,19,2,5,3,0.06560965149301659,0.10819760437175605,0.09250474383301707,0.039385847797062744,0.025305610966190984,0.7582363511904764,0.762198275,0.7975172199921293,0.10076270153407371,0.07816711590296496,0.1677731182139225,0.13013698630136986,0.12993065090675157,0.1,0.06018546378916627,0.04672897196261682,0.039428360261011756,0.030612244897959183,0.09932939829271303
Lost in Transit (yellow),rare,SEA151,https://prod-content.fabrary.io/cards/SEA151.webp,KddkfBmzB78rpH6j6CfBC,2,,,3,,,,"Pirate, Block",,,,,,,"When this defends, you may remove a gold counter from Treasure Island. If you do and you are a Thief, create a Gold token.",Pirate Block,,,,No,,37,12,11,8,6,0.08596476541115157,0.06882998501069666,0.5122852696797194,0.06302441546157427,0.049535023550945696,0.7582363511904764,0.762198275,0.7975172199921293,0.12855930885381817,0.09973045822102426,0.10596196939826683,0.0821917808219178,0.7146185799871337,0.55,0.09629674206266603,0.07476635514018691,0.07885672052202351,0.061224489795918366,0.24893350299252254
Battalion Barque (red),common,SEA152,https://prod-content.fabrary.io/cards/SEA152.webp,jBMwChDGmJjp7GrhnzdwQ,1,4,7,3,,,,"Pirate, Action, Attack",High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets +2{p}.",Pirate Action - Attack,,,,,,101,40,12,25,24,0.2368464901186849,0.23337486860283937,0.557757235413782,0.19677164801003807,0.22028169359865202,2.3089612014652023,2.3229283450980396,2.111819011764706,0.12225044011842545,0.2722371967654987,0.12322746061603979,0.273972602739726,0.2648699640574958,0.6,0.1049792303030284,0.2336448598130841,0.11003000120235598,0.24489795918367346,0.15077666404473
Battalion Barque (yellow),common,SEA153,https://prod-content.fabrary.io/cards/SEA153.webp,gPkmHM8hGHGdkDTfCdbDP,2,4,6,3,,,,"Pirate, Action, Attack",High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets +2{p}.",Pirate Action - Attack,,,,,,94,48,7,22,17,0.21608377723958946,0.2816320862427705,0.32226097064806736,0.17497982104976031,0.1416401683587505,2.3089612014652023,2.3229283450980396,2.111819011764706,0.11377763733794052,0.25336927223719674,0.14787295273924775,0.3287671232876712,0.1545074790335392,0.35,0.092381722666665,0.205607476635514,0.07793791751833548,0.17346938775510204,0.11817501798944685
Battalion Barque (blue),common,SEA154,https://prod-content.fabrary.io/cards/SEA154.webp,CKgkPBMkGRkNzrDbdRttC,3,4,5,3,,,,"Pirate, Action, Attack",High Tide,,,,,,"High Tide - If there are 2 or more blue cards in your pitch zone, this gets +2{p}.",Pirate Action - Attack,,,,,,100,43,8,20,29,0.23059981980284164,0.25151106390089045,0.3760021347248577,0.1588232060711879,0.2481407354409187,2.3089612014652023,2.3229283450980396,2.111819011764706,0.12104003972121333,0.2695417789757412,0.13246952016224275,0.2945205479452055,0.17657997603833053,0.4,0.08398338424242273,0.18691588785046728,0.13295291811951349,0.29591836734693877,0.1314964496406274
Expedition to Azuro Keys (red),common,SEA155,https://prod-content.fabrary.io/cards/SEA155.webp,LhN9jPcQHGJ796r79BqGR,1,0,4,2,,,,"Pirate, Action, Attack",,,,,,,"When this attacks, you may put a gold counter on Treasure Island.",Pirate Action - Attack,,,,,,87,21,13,25,28,0.20177155419512519,0.12111870136489503,0.6237619266022966,0.1985313307377918,0.23934515598088926,2.3089612014652023,2.3229283450980396,2.111819011764706,0.1053048345574556,0.23450134770889489,0.06469441682342089,0.14383561643835616,0.2869424610622871,0.65,0.1049792303030284,0.2336448598130841,0.12836833473608197,0.2857142857142857,0.14624611073120458
Expedition to Blackwater Strait (red),common,SEA156,https://prod-content.fabrary.io/cards/SEA156.webp,qpnnMW6TWQPQqMLqrbD8d,1,1,5,2,,,,"Pirate, Action, Attack",,,,,,,"When this attacks, you may put a gold counter on Treasure Island.",Pirate Action - Attack,,,,,,78,22,10,28,18,0.181411355775518,0.12505860063538507,0.4743148395721925,0.22516194917709634,0.15782073414854886,2.3089612014652023,2.3229283450980396,2.111819011764706,0.09441123098254639,0.21024258760107817,0.06777510333882188,0.1506849315068493,0.22072497004791314,0.5,0.11757673793939181,0.2616822429906542,0.08252250090176698,0.1836734693877551,0.12214982805697346
Expedition to Dreadfall Reach (red),common,SEA157,https://prod-content.fabrary.io/cards/SEA157.webp,nDzNGcF9bfPwfHrztkHdL,1,2,6,2,,,,"Pirate, Action, Attack",,,,,,,"When this attacks, you may put a gold counter on Treasure Island.",Pirate Action - Attack,,,,,,95,39,16,18,22,0.21847188400718154,0.22274046084069088,0.7366347798333093,0.14254442262921974,0.18926543740745738,2.3089612014652023,2.3229283450980396,2.111819011764706,0.11498803773515266,0.2560646900269542,0.12014677410063879,0.2671232876712329,0.35315995207666107,0.8,0.07558504581818046,0.16822429906542055,0.10086083443549299,0.22448979591836735,0.16243815160774333
